timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-12-08T14:20:34,codecarbon,b32323a5-2948-4327-ab36-026e2d10bf1e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.057715200004168,3.849869110168883e-06,3.6397974711469713e-06,224.0,0.0,10.0,6.576609510980132e-05,0.0,2.933723055563557e-06,6.869981816536489e-05,0.0,France,FRA,île-de-france,Windows-11-10.0.26100-SP0,3.13.5,3.2.0,16,AMD Ryzen 7 7735U with Radeon Graphics,2.1324,48.6831,15.248104095458984,machine,N,1.0,0.0,,
2025-12-08T14:21:12,codecarbon,7d47fb24-b94f-4fba-81a6-b618947c6965,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.05403150001075119,1.9345737192422465e-07,3.5804553248703166e-06,224.0,0.0,10.0,3.3062275556019612e-06,0.0,1.4596416666689846e-07,3.4521917222688597e-06,0.0,France,FRA,île-de-france,Windows-11-10.0.26100-SP0,3.13.5,3.2.0,16,AMD Ryzen 7 7735U with Radeon Graphics,2.1324,48.6831,15.248104095458984,machine,N,1.0,0.0,,
